A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "A sensação de insegurança e a debilidade de o poder público eram sem dúvida características de os Estados Unidos de o final de o século 18 , quando ( segundo a versão mais aceita ) a palavra teria sido inventada a partir de a prática adotada por um juiz Lynch , de condenar e executar seus adversários sem o devido processo legal .", usando o formato (token dependente -> token cabeça).
REPLY|:|(sensação -> de)
(insegurança -> de)
(poder -> público)
(público -> de)
(eram -> características)
(características -> sensação)
(características -> debilidade)
(debilidade -> de)
(poder -> público)
(público -> de)
(final -> século)
(século -> de)
(18 -> século)
(18 -> de)
(Estados -> Unidos)
(Unidos -> de)
(final -> 18)
(versão -> segundo)
(versão -> aceita)
(seu -> palavra)
(teria -> sido)
(sido -> inventada)
(inventada -> palavra)
(palavra -> partir)
(prática -> adotada)
(adotada -> partir)
(Lynch -> juiz)
(Lynch -> um)
(juiz -> condenar)
(juiz -> executar)
(adversários -> execuçãolhe)
(processo -> legal)
(devido -> processo)
(processo -> legal)
(-> processo)
GoldTree |:|A<@>reivindicação<@>det<#>reivindicação<@>equiparação<@>nsubj<#>é<@>equiparação<@>cop<#>de<@>equiparação<@>case<#>equiparação<@>root<@>root<#>salarial<@>equiparação<@>amod<#>com<@>Polícia<@>case<#>a<@>Polícia<@>det<#>Polícia<@>equiparação<@>nmod<#>Civil<@>Polícia<@>flat<#>de<@>DF<@>case<#>o<@>DF<@>det<#>DF<@>Polícia<@>nmod<#>,<@>equiparação<@>punct<#>o<@>equiparação<@>appos<#>que<@>representaria<@>nsubj<#>representaria<@>o<@>acl<#>um<@>reajuste<@>det<#>reajuste<@>representaria<@>obj<#>de<@>%<@>case<#>300<@>%<@>nummod<#>%<@>reajuste<@>nmod<#>.<@>equiparação<@>punct
>--<
Em Mato Grosso , a paralisação está prevista para começar hoje .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Em Mato Grosso , a paralisação está prevista para começar hoje .", usando o formato (token dependente -> token cabeça).
REPLY|:|(Mato -> Em)
(Mato -> Mato)
(Mato -> ,)
(Mato -> a)
(Mato -> paralisação)
(Mato -> está)
(Mato -> prevista)
(Mato -> para)
(Mato -> começar)
(Mato -> hoje)
(Mato -> .)
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [Mato)]
REFINE [Mato)]
REFINE [Mato)]
REFINE [Mato)]
REFINE [Mato]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [,)]
REFINE [,)]
REFINE [,)]
REFINE [,)]
REFINE [,]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [a)]
REFINE [a)]
REFINE [a)]
REFINE [a)]
REFINE [a]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [paralisação)]
REFINE [paralisação)]
REFINE [paralisação)]
REFINE [paralisação)]
REFINE [paralisação]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [está)]
REFINE [está)]
REFINE [está)]
REFINE [está)]
REFINE [está]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [prevista)]
REFINE [prevista)]
REFINE [prevista)]
REFINE [prevista)]
REFINE [prevista]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [para)]
REFINE [para)]
REFINE [para)]
REFINE [para)]
REFINE [para]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [começar)]
REFINE [começar)]
REFINE [começar)]
REFINE [começar)]
REFINE [começar]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [hoje)]
REFINE [hoje)]
REFINE [hoje)]
REFINE [hoje)]
REFINE [hoje]
-----------END REFINE---------
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [(Mato]
REFINE [Mato]
REFINE [Mato]
-----------END REFINE---------
REFINE [.)]
REFINE [.)]
REFINE [.)]
REFINE [.)]
REFINE [.]
-----------END REFINE---------
chatGPT|:|Mato<@>Mato<#>Mato<@>,<#>Mato<@>a<#>Mato<@>paralisação<#>Mato<@>está<#>Mato<@>prevista<#>Mato<@>para<#>Mato<@>começar<#>Mato<@>hoje<#>Mato<@>.|:|UDA:0.167<#>DDA: 0.083
GoldTree |:|Em<@>Mato<@>case<#>Mato<@>prevista<@>obl<#>Grosso<@>Mato<@>flat<#>,<@>Mato<@>punct<#>a<@>paralisação<@>det<#>paralisação<@>prevista<@>nsubj<#>está<@>prevista<@>cop<#>prevista<@>root<@>root<#>para<@>começar<@>mark<#>começar<@>prevista<@>xcomp<#>hoje<@>começar<@>advmod<#>.<@>prevista<@>punct
>--<
Todas receberam beijos de Itamar .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Todas receberam beijos de Itamar .", usando o formato (token dependente -> token cabeça).
REPLY|:|(Todas -> receberam)
(receberam -> beijos)
(beijos -> de)
(de -> Itamar)
(Itamar -> receberam)
(. -> receberam)
REFINE [(receberam]
REFINE [(receberam]
REFINE [(receberam]
REFINE [(receberam]
REFINE [receberam]
REFINE [receberam]
-----------END REFINE---------
REFINE [beijos)]
REFINE [beijos)]
REFINE [beijos)]
REFINE [beijos)]
REFINE [beijos]
-----------END REFINE---------
REFINE [(beijos]
REFINE [(beijos]
REFINE [(beijos]
REFINE [(beijos]
REFINE [beijos]
REFINE [beijos]
-----------END REFINE---------
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de)]
REFINE [de]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [Itamar)]
REFINE [Itamar)]
REFINE [Itamar)]
REFINE [Itamar)]
REFINE [Itamar]
-----------END REFINE---------
REFINE [(Itamar]
REFINE [(Itamar]
REFINE [(Itamar]
REFINE [(Itamar]
REFINE [Itamar]
REFINE [Itamar]
-----------END REFINE---------
REFINE [receberam)]
REFINE [receberam)]
REFINE [receberam)]
REFINE [receberam)]
REFINE [receberam]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [receberam)]
REFINE [receberam)]
REFINE [receberam)]
REFINE [receberam)]
REFINE [receberam]
-----------END REFINE---------
chatGPT|:|receberam<@>beijos<#>beijos<@>de<#>de<@>Itamar<#>Itamar<@>receberam<#>.<@>receberam|:|UDA:0.500<#>DDA: 0.333
GoldTree |:|Todas<@>receberam<@>nsubj<#>receberam<@>root<@>root<#>beijos<@>receberam<@>obj<#>de<@>Itamar<@>case<#>Itamar<@>beijos<@>nmod<#>.<@>receberam<@>punct
>--<
Fu foi a mais calorosa .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Fu foi a mais calorosa .", usando o formato (token dependente -> token cabeça).
REPLY|:|Na sentença "Fu foi a mais calorosa .", as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça):

(Fu -> foi)
(foi -> root)
(a -> calorosa)
(mais -> calorosa)
(calorosa -> foi)
(. -> foi)
REFINE [(Fu]
REFINE [(Fu]
REFINE [(Fu]
REFINE [(Fu]
REFINE [Fu]
REFINE [Fu]
-----------END REFINE---------
REFINE [foi)]
REFINE [foi)]
REFINE [foi)]
REFINE [foi)]
REFINE [foi]
-----------END REFINE---------
REFINE [(foi]
REFINE [(foi]
REFINE [(foi]
REFINE [(foi]
REFINE [foi]
REFINE [foi]
-----------END REFINE---------
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root]
-----------END REFINE---------
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [calorosa)]
REFINE [calorosa)]
REFINE [calorosa)]
REFINE [calorosa)]
REFINE [calorosa]
-----------END REFINE---------
REFINE [(mais]
REFINE [(mais]
REFINE [(mais]
REFINE [(mais]
REFINE [mais]
REFINE [mais]
-----------END REFINE---------
REFINE [calorosa)]
REFINE [calorosa)]
REFINE [calorosa)]
REFINE [calorosa)]
REFINE [calorosa]
-----------END REFINE---------
REFINE [(calorosa]
REFINE [(calorosa]
REFINE [(calorosa]
REFINE [(calorosa]
REFINE [calorosa]
REFINE [calorosa]
-----------END REFINE---------
REFINE [foi)]
REFINE [foi)]
REFINE [foi)]
REFINE [foi)]
REFINE [foi]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [foi)]
REFINE [foi)]
REFINE [foi)]
REFINE [foi)]
REFINE [foi]
-----------END REFINE---------
chatGPT|:|<@><#>Fu<@>foi<#>foi<@>root<#>a<@>calorosa<#>mais<@>calorosa<#>calorosa<@>foi<#>.<@>foi|:|UDA:0.500<#>DDA: 0.333
GoldTree |:|Fu<@>calorosa<@>nsubj<#>foi<@>calorosa<@>cop<#>a<@>calorosa<@>det<#>mais<@>calorosa<@>advmod<#>calorosa<@>root<@>root<#>.<@>calorosa<@>punct
>--<
Beijou , abraçou duas vezes e conversou por alguns minutos com o conterrâneo presidente .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Beijou , abraçou duas vezes e conversou por alguns minutos com o conterrâneo presidente .", usando o formato (token dependente -> token cabeça).
REPLY|:|Na sentença "Beijou , abraçou duas vezes e conversou por alguns minutos com o conterrâneo presidente .", as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça):

(Beijou -> root)
(abraçou -> Beijou)
(duas -> vezes)
(vezes -> abraçou)
(e -> Beijou)
(conversou -> Beijou)
(por -> conversou)
(alguns -> minutos)
(minutos -> por)
(com -> presidente)
(o -> presidente)
(conterrâneo -> presidente)
(presidente -> conversou)
(. -> Beijou)
REFINE [(Beijou]
REFINE [(Beijou]
REFINE [(Beijou]
REFINE [(Beijou]
REFINE [Beijou]
REFINE [Beijou]
-----------END REFINE---------
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root]
-----------END REFINE---------
REFINE [(abraçou]
REFINE [(abraçou]
REFINE [(abraçou]
REFINE [(abraçou]
REFINE [abraçou]
REFINE [abraçou]
-----------END REFINE---------
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou]
-----------END REFINE---------
REFINE [(duas]
REFINE [(duas]
REFINE [(duas]
REFINE [(duas]
REFINE [duas]
REFINE [duas]
-----------END REFINE---------
REFINE [vezes)]
REFINE [vezes)]
REFINE [vezes)]
REFINE [vezes)]
REFINE [vezes]
-----------END REFINE---------
REFINE [(vezes]
REFINE [(vezes]
REFINE [(vezes]
REFINE [(vezes]
REFINE [vezes]
REFINE [vezes]
-----------END REFINE---------
REFINE [abraçou)]
REFINE [abraçou)]
REFINE [abraçou)]
REFINE [abraçou)]
REFINE [abraçou]
-----------END REFINE---------
REFINE [(e]
REFINE [(e]
REFINE [(e]
REFINE [(e]
REFINE [e]
REFINE [e]
-----------END REFINE---------
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou]
-----------END REFINE---------
REFINE [(conversou]
REFINE [(conversou]
REFINE [(conversou]
REFINE [(conversou]
REFINE [conversou]
REFINE [conversou]
-----------END REFINE---------
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou]
-----------END REFINE---------
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [conversou)]
REFINE [conversou)]
REFINE [conversou)]
REFINE [conversou)]
REFINE [conversou]
-----------END REFINE---------
REFINE [(alguns]
REFINE [(alguns]
REFINE [(alguns]
REFINE [(alguns]
REFINE [alguns]
REFINE [alguns]
-----------END REFINE---------
REFINE [minutos)]
REFINE [minutos)]
REFINE [minutos)]
REFINE [minutos)]
REFINE [minutos]
-----------END REFINE---------
REFINE [(minutos]
REFINE [(minutos]
REFINE [(minutos]
REFINE [(minutos]
REFINE [minutos]
REFINE [minutos]
-----------END REFINE---------
REFINE [por)]
REFINE [por)]
REFINE [por)]
REFINE [por)]
REFINE [por]
-----------END REFINE---------
REFINE [(com]
REFINE [(com]
REFINE [(com]
REFINE [(com]
REFINE [com]
REFINE [com]
-----------END REFINE---------
REFINE [presidente)]
REFINE [presidente)]
REFINE [presidente)]
REFINE [presidente)]
REFINE [presidente]
-----------END REFINE---------
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [(o]
REFINE [o]
REFINE [o]
-----------END REFINE---------
REFINE [presidente)]
REFINE [presidente)]
REFINE [presidente)]
REFINE [presidente)]
REFINE [presidente]
-----------END REFINE---------
REFINE [(conterrâneo]
REFINE [(conterrâneo]
REFINE [(conterrâneo]
REFINE [(conterrâneo]
REFINE [conterrâneo]
REFINE [conterrâneo]
-----------END REFINE---------
REFINE [presidente)]
REFINE [presidente)]
REFINE [presidente)]
REFINE [presidente)]
REFINE [presidente]
-----------END REFINE---------
REFINE [(presidente]
REFINE [(presidente]
REFINE [(presidente]
REFINE [(presidente]
REFINE [presidente]
REFINE [presidente]
-----------END REFINE---------
REFINE [conversou)]
REFINE [conversou)]
REFINE [conversou)]
REFINE [conversou)]
REFINE [conversou]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou)]
REFINE [Beijou]
-----------END REFINE---------
chatGPT|:|<@><#>Beijou<@>root<#>abraçou<@>Beijou<#>duas<@>vezes<#>vezes<@>abraçou<#>e<@>Beijou<#>conversou<@>Beijou<#>por<@>conversou<#>alguns<@>minutos<#>minutos<@>por<#>com<@>presidente<#>o<@>presidente<#>conterrâneo<@>presidente<#>presidente<@>conversou<#>.<@>Beijou|:|UDA:0.800<#>DDA: 0.733
GoldTree |:|Beijou<@>root<@>root<#>,<@>abraçou<@>punct<#>abraçou<@>Beijou<@>conj<#>duas<@>vezes<@>nummod<#>vezes<@>abraçou<@>obl<#>e<@>conversou<@>cc<#>conversou<@>Beijou<@>conj<#>por<@>minutos<@>case<#>alguns<@>minutos<@>det<#>minutos<@>conversou<@>obl<#>com<@>presidente<@>case<#>o<@>presidente<@>det<#>conterrâneo<@>presidente<@>amod<#>presidente<@>conversou<@>obj<#>.<@>Beijou<@>punct
>--<
« Eu torci muito por você , viu ? » , disse Itamar a Fu .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "« Eu torci muito por você , viu ? » , disse Itamar a Fu .", usando o formato (token dependente -> token cabeça).
REPLY|:|Nesta sentença, as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça):

(Eu -> torci)
(muito -> torci)
(por -> torci)
(você -> torci)
(, -> torci)
(viu -> torci)
(torci -> disse)
(disse -> root)
(Itamar -> disse)
(a -> Fu)
(Fu -> Itamar)
(. -> disse)
REFINE [(Eu]
REFINE [(Eu]
REFINE [(Eu]
REFINE [(Eu]
REFINE [Eu]
REFINE [Eu]
-----------END REFINE---------
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci]
-----------END REFINE---------
REFINE [(muito]
REFINE [(muito]
REFINE [(muito]
REFINE [(muito]
REFINE [muito]
REFINE [muito]
-----------END REFINE---------
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci]
-----------END REFINE---------
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [(por]
REFINE [por]
REFINE [por]
-----------END REFINE---------
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci]
-----------END REFINE---------
REFINE [(você]
REFINE [(você]
REFINE [(você]
REFINE [(você]
REFINE [você]
REFINE [você]
-----------END REFINE---------
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci]
-----------END REFINE---------
REFINE [(,]
REFINE [(,]
REFINE [(,]
REFINE [(,]
REFINE [,]
REFINE [,]
-----------END REFINE---------
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci]
-----------END REFINE---------
REFINE [(viu]
REFINE [(viu]
REFINE [(viu]
REFINE [(viu]
REFINE [viu]
REFINE [viu]
-----------END REFINE---------
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci)]
REFINE [torci]
-----------END REFINE---------
REFINE [(torci]
REFINE [(torci]
REFINE [(torci]
REFINE [(torci]
REFINE [torci]
REFINE [torci]
-----------END REFINE---------
REFINE [disse)]
REFINE [disse)]
REFINE [disse)]
REFINE [disse)]
REFINE [disse]
-----------END REFINE---------
REFINE [(disse]
REFINE [(disse]
REFINE [(disse]
REFINE [(disse]
REFINE [disse]
REFINE [disse]
-----------END REFINE---------
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root)]
REFINE [root]
-----------END REFINE---------
REFINE [(Itamar]
REFINE [(Itamar]
REFINE [(Itamar]
REFINE [(Itamar]
REFINE [Itamar]
REFINE [Itamar]
-----------END REFINE---------
REFINE [disse)]
REFINE [disse)]
REFINE [disse)]
REFINE [disse)]
REFINE [disse]
-----------END REFINE---------
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [(a]
REFINE [a]
REFINE [a]
-----------END REFINE---------
REFINE [Fu)]
REFINE [Fu)]
REFINE [Fu)]
REFINE [Fu)]
REFINE [Fu]
-----------END REFINE---------
REFINE [(Fu]
REFINE [(Fu]
REFINE [(Fu]
REFINE [(Fu]
REFINE [Fu]
REFINE [Fu]
-----------END REFINE---------
REFINE [Itamar)]
REFINE [Itamar)]
REFINE [Itamar)]
REFINE [Itamar)]
REFINE [Itamar]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [disse)]
REFINE [disse)]
REFINE [disse)]
REFINE [disse)]
REFINE [disse]
-----------END REFINE---------
chatGPT|:|<@><#>Eu<@>torci<#>muito<@>torci<#>por<@>torci<#>você<@>torci<#>,<@>torci<#>viu<@>torci<#>torci<@>disse<#>disse<@>root<#>Itamar<@>disse<#>a<@>Fu<#>Fu<@>Itamar<#>.<@>disse|:|UDA:0.625<#>DDA: 0.625
GoldTree |:|«<@>torci<@>punct<#>Eu<@>torci<@>nsubj<#>torci<@>disse<@>parataxis<#>muito<@>torci<@>advmod<#>por<@>você<@>case<#>você<@>torci<@>obj<#>,<@>torci<@>punct<#>viu<@>torci<@>discourse<#>?<@>torci<@>punct<#>»<@>torci<@>punct<#>,<@>torci<@>punct<#>disse<@>root<@>root<#>Itamar<@>disse<@>nsubj<#>a<@>Fu<@>case<#>Fu<@>disse<@>obj<#>.<@>disse<@>punct
>--<
Cada usuário pode importar programas até o valor de US$ 200 mil .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Cada usuário pode importar programas até o valor de US$ 200 mil .", usando o formato (token dependente -> token cabeça).
REPLY|:|(usuario -> Cada)
(pode -> usuário)
(importar -> pode)
(programas -> importar)
(valor -> importar)
(de -> valor)
(mil -> valor)
(. -> importar)
REFINE [(pode]
REFINE [(pode]
REFINE [(pode]
REFINE [(pode]
REFINE [pode]
REFINE [pode]
-----------END REFINE---------
REFINE [usuário)]
REFINE [usuário)]
REFINE [usuário)]
REFINE [usuário)]
REFINE [usuário]
-----------END REFINE---------
REFINE [(importar]
REFINE [(importar]
REFINE [(importar]
REFINE [(importar]
REFINE [importar]
REFINE [importar]
-----------END REFINE---------
REFINE [pode)]
REFINE [pode)]
REFINE [pode)]
REFINE [pode)]
REFINE [pode]
-----------END REFINE---------
REFINE [(programas]
REFINE [(programas]
REFINE [(programas]
REFINE [(programas]
REFINE [programas]
REFINE [programas]
-----------END REFINE---------
REFINE [importar)]
REFINE [importar)]
REFINE [importar)]
REFINE [importar)]
REFINE [importar]
-----------END REFINE---------
REFINE [(valor]
REFINE [(valor]
REFINE [(valor]
REFINE [(valor]
REFINE [valor]
REFINE [valor]
-----------END REFINE---------
REFINE [importar)]
REFINE [importar)]
REFINE [importar)]
REFINE [importar)]
REFINE [importar]
-----------END REFINE---------
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [(de]
REFINE [de]
REFINE [de]
-----------END REFINE---------
REFINE [valor)]
REFINE [valor)]
REFINE [valor)]
REFINE [valor)]
REFINE [valor]
-----------END REFINE---------
REFINE [(mil]
REFINE [(mil]
REFINE [(mil]
REFINE [(mil]
REFINE [mil]
REFINE [mil]
-----------END REFINE---------
REFINE [valor)]
REFINE [valor)]
REFINE [valor)]
REFINE [valor)]
REFINE [valor]
-----------END REFINE---------
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [(.]
REFINE [.]
REFINE [.]
-----------END REFINE---------
REFINE [importar)]
REFINE [importar)]
REFINE [importar)]
REFINE [importar)]
REFINE [importar]
-----------END REFINE---------
chatGPT|:|pode<@>usuário<#>importar<@>pode<#>programas<@>importar<#>valor<@>importar<#>de<@>valor<#>mil<@>valor<#>.<@>importar|:|UDA:0.385<#>DDA: 0.308
GoldTree |:|Cada<@>usuário<@>det<#>usuário<@>pode<@>nsubj<#>pode<@>root<@>root<#>importar<@>pode<@>xcomp<#>programas<@>importar<@>obj<#>até<@>valor<@>case<#>o<@>valor<@>det<#>valor<@>importar<@>obl<#>de<@>US$<@>case<#>US$<@>valor<@>nmod<#>200<@>US$<@>nummod<#>mil<@>200<@>flat<#>.<@>importar<@>punct
>--<
Os pedidos até US$ 20 mil dispensam guia de importação .
MESSAGE|:|Na sentença "A",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(todos -> adversários)
(os -> adversários)
(adversários -> eliminados)
(de -> tótó)
(tótó -> adversários)
(foram -> eliminados)
(eliminados -> root)
(. -> eliminados)Na sentença "s",  as relações de dependência sintática são mostradas abaixo no formato (token dependente -> token cabeça),
(assessores -> têm)
(de -> equipe)
(a -> equipe)
(equipe -> assessores)
(econômica -> equipe)
(já -> têm)
(têm -> root)
(pronta -> têm)
(parte -> têm)
(de -> argumentação)
(a -> argumentação)
(argumentação -> parte)
(. -> têm)..
Liste as relações de dependência sintática na sentença "Os pedidos até US$ 20 mil dispensam guia de importação .", usando o formato (token dependente -> token cabeça).
REPLY|:|(pedidos -> Os)
(US$ -> até)
(até -> pedidos)
(dispensam -> pedidos)
(guia -> dispensam)
(importação -> guia)
(. -> dispensam)
